Country,Code,Product,Rank,Amount
GUADELOUPE,GLP,J5 - CERAMICS AND ALLIED PRODUCTS,6,0
GUADELOUPE,GLP,K7 - PACKAGING MATERIALS,7,0
GUADELOUPE,GLP,K1 - PLYWOOD AND ALLIED PRODUCTS,8,0
GUADELOUPE,GLP,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),9,0
GUADELOUPE,GLP,A3 - RICE -BASMOTI,10,0
GUAM,GUM,E7 - MARINE PRODUCTS,1,1
GUAM,GUM,I2 - INORGANIC CHEMICALS,2,0
GUAM,GUM,O1 - OTHER MISC. ENGINEERING ITEMS,3,0
GUAM,GUM,P3 - ELECTRONICS INSTRUMENTS,4,0
GUAM,GUM,N9 - OTHER CONSTRUCTION MACHINERY,5,0
GUAM,GUM,I5 - COSMETICS AND TOILETRIES,6,0
GUAM,GUM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",7,0
GUAM,GUM,I8 - AUTO TYRES AND TUBES,8,0
GUAM,GUM,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,9,0
GUAM,GUM,N5 - IC ENGINES AND PARTS,10,0
GUATEMALA,GTM,O8 - TWO AND THREE WHEELERS,1,98
GUATEMALA,GTM,P7 - COTTON YARN,2,83
GUATEMALA,GTM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,59
GUATEMALA,GTM,O5 - MOTOR VEHICLE/CARS,4,36
GUATEMALA,GTM,"P8 - COTTON FABRICS, MADEUPS ETC.",5,27
GUATEMALA,GTM,L3 - IRON AND STEEL,6,27
GUATEMALA,GTM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",7,15
GUATEMALA,GTM,H9 - AGRO CHEMICALS,8,14
GUATEMALA,GTM,N6 - INDL. MACHNRY FOR DAIRY ETC,9,12
GUATEMALA,GTM,M3 - AUTO COMPONENTS/PARTS,10,12
GUINEA,GIN,A4 - RICE(OTHER THAN BASMOTI),1,225
GUINEA,GIN,O8 - TWO AND THREE WHEELERS,2,68
GUINEA,GIN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,35
GUINEA,GIN,"P8 - COTTON FABRICS, MADEUPS ETC.",4,25
GUINEA,GIN,N9 - OTHER CONSTRUCTION MACHINERY,5,13
GUINEA,GIN,N6 - INDL. MACHNRY FOR DAIRY ETC,6,13
GUINEA,GIN,J5 - CERAMICS AND ALLIED PRODUCTS,7,12
GUINEA,GIN,L3 - IRON AND STEEL,8,12
GUINEA,GIN,K7 - PACKAGING MATERIALS,9,8
GUINEA,GIN,M3 - AUTO COMPONENTS/PARTS,10,8
GUINEA BISSAU,GNB,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,3
GUINEA BISSAU,GNB,R9 - OTHER JUTE MANUFACTURES,2,2
GUINEA BISSAU,GNB,O8 - TWO AND THREE WHEELERS,3,1
GUINEA BISSAU,GNB,J5 - CERAMICS AND ALLIED PRODUCTS,4,0
GUINEA BISSAU,GNB,L3 - IRON AND STEEL,5,0
GUINEA BISSAU,GNB,L4 - PRODUCTS OF IRON AND STEEL,6,0
GUINEA BISSAU,GNB,K6 - MOULDED AND EXTRUDED GOODS,7,0
GUINEA BISSAU,GNB,D5 - MISC PROCESSED ITEMS,8,0
GUINEA BISSAU,GNB,N6 - INDL. MACHNRY FOR DAIRY ETC,9,0
GUINEA BISSAU,GNB,A4 - RICE(OTHER THAN BASMOTI),10,0
GUYANA,GUY,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,16
GUYANA,GUY,L3 - IRON AND STEEL,2,13
GUYANA,GUY,N9 - OTHER CONSTRUCTION MACHINERY,3,4
GUYANA,GUY,N6 - INDL. MACHNRY FOR DAIRY ETC,4,4
GUYANA,GUY,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,5,2
GUYANA,GUY,Q6 - RMG COTTON INCL ACCESSORIES,6,2
GUYANA,GUY,L4 - PRODUCTS OF IRON AND STEEL,7,1
GUYANA,GUY,"Q3 - MANMADE YARN,FABRICS,MADEUPS",8,1
GUYANA,GUY,J5 - CERAMICS AND ALLIED PRODUCTS,9,1
GUYANA,GUY,B1 - SPICES,10,1
HAITI,HTI,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,17
HAITI,HTI,K8 - PLASTIC RAW MATERIALS,2,15
HAITI,HTI,E6 - ALCOHOLIC BEVERAGES,3,14
HAITI,HTI,K7 - PACKAGING MATERIALS,4,4
HAITI,HTI,I5 - COSMETICS AND TOILETRIES,5,4
HAITI,HTI,I8 - AUTO TYRES AND TUBES,6,4
HAITI,HTI,O5 - MOTOR VEHICLE/CARS,7,2
HAITI,HTI,L4 - PRODUCTS OF IRON AND STEEL,8,2
HAITI,HTI,"J9 - PAPER, PAPER BOARD AND PRODUCT",9,2
HAITI,HTI,99 - OTHER COMMODITIES,10,2
HONDURAS,HND,H7 - DYES,1,75
HONDURAS,HND,P7 - COTTON YARN,2,34
HONDURAS,HND,O8 - TWO AND THREE WHEELERS,3,33
HONDURAS,HND,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,29
HONDURAS,HND,O5 - MOTOR VEHICLE/CARS,5,12
HONDURAS,HND,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",6,10
HONDURAS,HND,N6 - INDL. MACHNRY FOR DAIRY ETC,7,10
HONDURAS,HND,L4 - PRODUCTS OF IRON AND STEEL,8,8
HONDURAS,HND,L3 - IRON AND STEEL,9,7
HONDURAS,HND,I5 - COSMETICS AND TOILETRIES,10,6
HONG KONG,HKG,"G5 - PEARL, PRECS, SEMIPRECS STONES",1,6591
HONG KONG,HKG,G9 - GOLD AND OTH PRECS METL JWLERY,2,1861
HONG KONG,HKG,L3 - IRON AND STEEL,3,377
HONG KONG,HKG,D7 - BUFFALO MEAT,4,208
HONG KONG,HKG,P4 - TELECOM INSTRUMENTS,5,129
HONG KONG,HKG,P2 - ELECTRONICS COMPONENTS,6,115
HONG KONG,HKG,S6 - PETROLEUM PRODUCTS,7,75
HONG KONG,HKG,G6 - GOLD,8,73
HONG KONG,HKG,P3 - ELECTRONICS INSTRUMENTS,9,68
HONG KONG,HKG,E7 - MARINE PRODUCTS,10,68
HUNGARY,HUN,P4 - TELECOM INSTRUMENTS,1,94
HUNGARY,HUN,N4 - ELECTRIC MACHINERY AND EQUIPME,2,59
HUNGARY,HUN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,54
HUNGARY,HUN,P3 - ELECTRONICS INSTRUMENTS,4,32
HUNGARY,HUN,I7 - RESIDUL CHEMICL AND ALLED PROD,5,30
HUNGARY,HUN,N6 - INDL. MACHNRY FOR DAIRY ETC,6,25
HUNGARY,HUN,M3 - AUTO COMPONENTS/PARTS,7,22
HUNGARY,HUN,Q6 - RMG COTTON INCL ACCESSORIES,8,15
HUNGARY,HUN,L4 - PRODUCTS OF IRON AND STEEL,9,15
HUNGARY,HUN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",10,13
ICELAND,ISL,L3 - IRON AND STEEL,1,4
ICELAND,ISL,I7 - RESIDUL CHEMICL AND ALLED PROD,2,2
ICELAND,ISL,"Q3 - MANMADE YARN,FABRICS,MADEUPS",3,1
ICELAND,ISL,N6 - INDL. MACHNRY FOR DAIRY ETC,4,1
ICELAND,ISL,"H5 - BULK DRUGS, DRUG INTERMEDIATES",5,1
ICELAND,ISL,E7 - MARINE PRODUCTS,6,0
ICELAND,ISL,I8 - AUTO TYRES AND TUBES,7,0
ICELAND,ISL,Q8 - RMG MANMADE FIBRES,8,0
ICELAND,ISL,N4 - ELECTRIC MACHINERY AND EQUIPME,9,0
ICELAND,ISL,Q6 - RMG COTTON INCL ACCESSORIES,10,0
INDONESIA,IDN,S6 - PETROLEUM PRODUCTS,1,1940
INDONESIA,IDN,C4 - SUGAR,2,770
INDONESIA,IDN,L3 - IRON AND STEEL,3,611
INDONESIA,IDN,I3 - ORGANIC CHEMICALS,4,359
INDONESIA,IDN,B6 - GROUNDNUT,5,292
INDONESIA,IDN,D7 - BUFFALO MEAT,6,281
INDONESIA,IDN,"O7 - SHIP, BOAT AND FLOATING STRUCT",7,258
INDONESIA,IDN,O5 - MOTOR VEHICLE/CARS,8,243
INDONESIA,IDN,N6 - INDL. MACHNRY FOR DAIRY ETC,9,146
INDONESIA,IDN,E8 - IRON ORE,10,136
IRAN,IRN,A3 - RICE -BASMOTI,1,716
IRAN,IRN,A1 - TEA,2,99
IRAN,IRN,C7 - FRESH FRUITS,3,52
IRAN,IRN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",4,41
IRAN,IRN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,33
IRAN,IRN,I3 - ORGANIC CHEMICALS,6,32
IRAN,IRN,A4 - RICE(OTHER THAN BASMOTI),7,29
IRAN,IRN,I7 - RESIDUL CHEMICL AND ALLED PROD,8,28
IRAN,IRN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,26
IRAN,IRN,I6 - ESSENTIAL OILS,10,23
IRAQ,IRQ,S6 - PETROLEUM PRODUCTS,1,530
IRAQ,IRQ,A3 - RICE -BASMOTI,2,349
IRAQ,IRQ,D7 - BUFFALO MEAT,3,210
IRAQ,IRQ,C4 - SUGAR,4,124
IRAQ,IRQ,J5 - CERAMICS AND ALLIED PRODUCTS,5,88
IRAQ,IRQ,"H8 - DRUG FORMULATIONS, BIOLOGICALS",6,86
IRAQ,IRQ,O5 - MOTOR VEHICLE/CARS,7,73
IRAQ,IRQ,A4 - RICE(OTHER THAN BASMOTI),8,53
IRAQ,IRQ,N4 - ELECTRIC MACHINERY AND EQUIPME,9,35
IRAQ,IRQ,K8 - PLASTIC RAW MATERIALS,10,29
IRELAND,IRL,"H5 - BULK DRUGS, DRUG INTERMEDIATES",1,96
IRELAND,IRL,I7 - RESIDUL CHEMICL AND ALLED PROD,2,61
IRELAND,IRL,Q6 - RMG COTTON INCL ACCESSORIES,3,37
IRELAND,IRL,L4 - PRODUCTS OF IRON AND STEEL,4,32
IRELAND,IRL,I8 - AUTO TYRES AND TUBES,5,29
IRELAND,IRL,I3 - ORGANIC CHEMICALS,6,29
IRELAND,IRL,I4 - OTHER MISCELLAENIOUS CHEMICALS,7,23
IRELAND,IRL,N4 - ELECTRIC MACHINERY AND EQUIPME,8,21
IRELAND,IRL,M8 - MEDICAL AND SCIENTIFIC INSTRUM,9,21
IRELAND,IRL,L3 - IRON AND STEEL,10,16
ISRAEL,ISR,S6 - PETROLEUM PRODUCTS,1,1435
ISRAEL,ISR,"G5 - PEARL, PRECS, SEMIPRECS STONES",2,1332
ISRAEL,ISR,P1 - CONSUMER ELECTRONICS,3,173
ISRAEL,ISR,K8 - PLASTIC RAW MATERIALS,4,104
ISRAEL,ISR,O1 - OTHER MISC. ENGINEERING ITEMS,5,102
ISRAEL,ISR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",6,83
ISRAEL,ISR,I7 - RESIDUL CHEMICL AND ALLED PROD,7,65
ISRAEL,ISR,"P8 - COTTON FABRICS, MADEUPS ETC.",8,63
ISRAEL,ISR,L3 - IRON AND STEEL,9,56
ISRAEL,ISR,Q6 - RMG COTTON INCL ACCESSORIES,10,51
ITALY,ITA,L3 - IRON AND STEEL,1,1952
ITALY,ITA,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",2,442
ITALY,ITA,S6 - PETROLEUM PRODUCTS,3,267
ITALY,ITA,L4 - PRODUCTS OF IRON AND STEEL,4,242
ITALY,ITA,Q6 - RMG COTTON INCL ACCESSORIES,5,223
ITALY,ITA,K8 - PLASTIC RAW MATERIALS,6,221
ITALY,ITA,M3 - AUTO COMPONENTS/PARTS,7,209
ITALY,ITA,I7 - RESIDUL CHEMICL AND ALLED PROD,8,165
ITALY,ITA,I3 - ORGANIC CHEMICALS,9,162
ITALY,ITA,E7 - MARINE PRODUCTS,10,158
JAMAICA,JAM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,24
JAMAICA,JAM,O5 - MOTOR VEHICLE/CARS,2,12
JAMAICA,JAM,L3 - IRON AND STEEL,3,11
JAMAICA,JAM,E7 - MARINE PRODUCTS,4,8
JAMAICA,JAM,J5 - CERAMICS AND ALLIED PRODUCTS,5,2
JAMAICA,JAM,K4 - OPTICAL ITEMS (INCL.LENS ETC),6,2
JAMAICA,JAM,Q6 - RMG COTTON INCL ACCESSORIES,7,1
JAMAICA,JAM,N9 - OTHER CONSTRUCTION MACHINERY,8,1
JAMAICA,JAM,N6 - INDL. MACHNRY FOR DAIRY ETC,9,1
JAMAICA,JAM,B1 - SPICES,10,1
JAPAN,JPN,S6 - PETROLEUM PRODUCTS,1,810
JAPAN,JPN,E7 - MARINE PRODUCTS,2,422
JAPAN,JPN,L3 - IRON AND STEEL,3,328
JAPAN,JPN,"G5 - PEARL, PRECS, SEMIPRECS STONES",4,292
JAPAN,JPN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",5,292
JAPAN,JPN,P4 - TELECOM INSTRUMENTS,6,274
JAPAN,JPN,N4 - ELECTRIC MACHINERY AND EQUIPME,7,263
JAPAN,JPN,I7 - RESIDUL CHEMICL AND ALLED PROD,8,250
JAPAN,JPN,I3 - ORGANIC CHEMICALS,9,244
JAPAN,JPN,H9 - AGRO CHEMICALS,10,163
JORDAN,JOR,S6 - PETROLEUM PRODUCTS,1,201
JORDAN,JOR,D7 - BUFFALO MEAT,2,61
JORDAN,JOR,A3 - RICE -BASMOTI,3,51
JORDAN,JOR,J5 - CERAMICS AND ALLIED PRODUCTS,4,47
JORDAN,JOR,A2 - COFFEE,5,45
JORDAN,JOR,L3 - IRON AND STEEL,6,36
JORDAN,JOR,"J9 - PAPER, PAPER BOARD AND PRODUCT",7,32
JORDAN,JOR,"H5 - BULK DRUGS, DRUG INTERMEDIATES",8,24
JORDAN,JOR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,21
JORDAN,JOR,P4 - TELECOM INSTRUMENTS,10,18
KAZAKHSTAN,KAZ,P4 - TELECOM INSTRUMENTS,1,78
KAZAKHSTAN,KAZ,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,62
KAZAKHSTAN,KAZ,A1 - TEA,3,14
KAZAKHSTAN,KAZ,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",4,8
KAZAKHSTAN,KAZ,N9 - OTHER CONSTRUCTION MACHINERY,5,7
KAZAKHSTAN,KAZ,J5 - CERAMICS AND ALLIED PRODUCTS,6,4
KAZAKHSTAN,KAZ,M8 - MEDICAL AND SCIENTIFIC INSTRUM,7,3
KAZAKHSTAN,KAZ,I7 - RESIDUL CHEMICL AND ALLED PROD,8,2
KAZAKHSTAN,KAZ,"O7 - SHIP, BOAT AND FLOATING STRUCT",9,2
KAZAKHSTAN,KAZ,K4 - OPTICAL ITEMS (INCL.LENS ETC),10,2
KENYA,KEN,S6 - PETROLEUM PRODUCTS,1,457
KENYA,KEN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,241
KENYA,KEN,L3 - IRON AND STEEL,3,232
KENYA,KEN,N6 - INDL. MACHNRY FOR DAIRY ETC,4,133
KENYA,KEN,O8 - TWO AND THREE WHEELERS,5,94
KENYA,KEN,"J9 - PAPER, PAPER BOARD AND PRODUCT",6,90
KENYA,KEN,K8 - PLASTIC RAW MATERIALS,7,73
KENYA,KEN,O5 - MOTOR VEHICLE/CARS,8,55
KENYA,KEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,52
KENYA,KEN,A4 - RICE(OTHER THAN BASMOTI),10,52
KIRIBATI ,KIR,C4 - SUGAR,1,1
KIRIBATI ,KIR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,0
KIRIBATI ,KIR,J1 - FOOTWEAR OF RUBBER/CANVAS ETC.,3,0
KIRIBATI ,KIR,A2 - COFFEE,4,0
KIRIBATI ,KIR,B1 - SPICES,5,0
KIRIBATI ,KIR,D2 - CEREAL PREPARATIONS,6,0
KIRIBATI ,KIR,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,7,0
KIRIBATI ,KIR,M8 - MEDICAL AND SCIENTIFIC INSTRUM,8,0
KIRIBATI ,KIR,D5 - MISC PROCESSED ITEMS,9,0
KIRIBATI ,KIR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),10,0
NORTH KOREA,PRK,"H5 - BULK DRUGS, DRUG INTERMEDIATES",1,0
NORTH KOREA,PRK,M3 - AUTO COMPONENTS/PARTS,2,0
NORTH KOREA,PRK,"Q3 - MANMADE YARN,FABRICS,MADEUPS",3,0
NORTH KOREA,PRK,H3 - FERTILEZERS MANUFACTURED,4,0
NORTH KOREA,PRK,N6 - INDL. MACHNRY FOR DAIRY ETC,5,0
NORTH KOREA,PRK,I3 - ORGANIC CHEMICALS,6,0
NORTH KOREA,PRK,"G5 - PEARL, PRECS, SEMIPRECS STONES",7,0
NORTH KOREA,PRK,P4 - TELECOM INSTRUMENTS,8,0
NORTH KOREA,PRK,F9 - LEATHER GOODS,9,0
NORTH KOREA,PRK,N4 - ELECTRIC MACHINERY AND EQUIPME,10,0
SOUTH KOREA,KOR,S6 - PETROLEUM PRODUCTS,1,1961
SOUTH KOREA,KOR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",2,1369
SOUTH KOREA,KOR,L3 - IRON AND STEEL,3,569
SOUTH KOREA,KOR,L7 - LEAD AND PRODUCTS MADE OF LED,4,283
SOUTH KOREA,KOR,I3 - ORGANIC CHEMICALS,5,218
SOUTH KOREA,KOR,I7 - RESIDUL CHEMICL AND ALLED PROD,6,158
SOUTH KOREA,KOR,B9 - OIL MEALS,7,151
SOUTH KOREA,KOR,"P8 - COTTON FABRICS, MADEUPS ETC.",8,138
SOUTH KOREA,KOR,P7 - COTTON YARN,9,137
SOUTH KOREA,KOR,E8 - IRON ORE,10,103
KUWAIT,KWT,A3 - RICE -BASMOTI,1,114
KUWAIT,KWT,I3 - ORGANIC CHEMICALS,2,81
KUWAIT,KWT,J5 - CERAMICS AND ALLIED PRODUCTS,3,66
KUWAIT,KWT,G9 - GOLD AND OTH PRECS METL JWLERY,4,54
KUWAIT,KWT,E7 - MARINE PRODUCTS,5,44
KUWAIT,KWT,L3 - IRON AND STEEL,6,41
KUWAIT,KWT,O5 - MOTOR VEHICLE/CARS,7,40
KUWAIT,KWT,L4 - PRODUCTS OF IRON AND STEEL,8,36
KUWAIT,KWT,Q6 - RMG COTTON INCL ACCESSORIES,9,33
KUWAIT,KWT,P2 - ELECTRONICS COMPONENTS,10,27
KYRGYZSTAN,KGZ,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,9
KYRGYZSTAN,KGZ,Q8 - RMG MANMADE FIBRES,2,7
KYRGYZSTAN,KGZ,Q6 - RMG COTTON INCL ACCESSORIES,3,7
KYRGYZSTAN,KGZ,S2 - CARPET(EXCL. SILK) HANDMADE,4,1
KYRGYZSTAN,KGZ,R1 - RMG OF OTHR TEXTLE MATRL,5,1
KYRGYZSTAN,KGZ,A1 - TEA,6,1
KYRGYZSTAN,KGZ,S3 - SILK CARPET,7,1
KYRGYZSTAN,KGZ,H9 - AGRO CHEMICALS,8,1
KYRGYZSTAN,KGZ,G1 - LEATHER GARMENTS,9,0
KYRGYZSTAN,KGZ,F9 - LEATHER GOODS,10,0
LAOS,LAO,O5 - MOTOR VEHICLE/CARS,1,5
LAOS,LAO,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,3
LAOS,LAO,N6 - INDL. MACHNRY FOR DAIRY ETC,3,1
LAOS,LAO,F8 - FINISHED LEATHER,4,1
LAOS,LAO,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",5,1
LAOS,LAO,L4 - PRODUCTS OF IRON AND STEEL,6,1
LAOS,LAO,"N3 - CRANES, LIFTS AND WINCHES",7,0
LAOS,LAO,N4 - ELECTRIC MACHINERY AND EQUIPME,8,0
LAOS,LAO,P1 - CONSUMER ELECTRONICS,9,0
LAOS,LAO,M8 - MEDICAL AND SCIENTIFIC INSTRUM,10,0
LATVIA,LVA,I8 - AUTO TYRES AND TUBES,1,31
LATVIA,LVA,L3 - IRON AND STEEL,2,17
LATVIA,LVA,H9 - AGRO CHEMICALS,3,11
LATVIA,LVA,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4,4
LATVIA,LVA,N6 - INDL. MACHNRY FOR DAIRY ETC,5,3
LATVIA,LVA,H4 - AYUSH AND HERBAL PRODUCTS,6,3
LATVIA,LVA,"P8 - COTTON FABRICS, MADEUPS ETC.",7,3
LATVIA,LVA,L4 - PRODUCTS OF IRON AND STEEL,8,3
LATVIA,LVA,M3 - AUTO COMPONENTS/PARTS,9,3
LATVIA,LVA,A2 - COFFEE,10,3
LEBANON,LBN,M5 - ACCUMULATORS AND BATTERIES,1,43
LEBANON,LBN,D7 - BUFFALO MEAT,2,21
LEBANON,LBN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",3,15
LEBANON,LBN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,15
LEBANON,LBN,N5 - IC ENGINES AND PARTS,5,15
LEBANON,LBN,"K9 - PLASTC SHT, FILM, PLTS ETC",6,9
LEBANON,LBN,"G5 - PEARL, PRECS, SEMIPRECS STONES",7,9
LEBANON,LBN,K8 - PLASTIC RAW MATERIALS,8,9
LEBANON,LBN,I7 - RESIDUL CHEMICL AND ALLED PROD,9,9
LEBANON,LBN,O5 - MOTOR VEHICLE/CARS,10,8
LESOTHO,LSO,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,9
LESOTHO,LSO,"P8 - COTTON FABRICS, MADEUPS ETC.",2,1
LESOTHO,LSO,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,3,0
LESOTHO,LSO,K7 - PACKAGING MATERIALS,4,0
LESOTHO,LSO,I1 - SURGICALS,5,0
LESOTHO,LSO,A9 - TOBACCO MANUFACTURED,6,0
LESOTHO,LSO,99 - OTHER COMMODITIES,7,0
LESOTHO,LSO,N6 - INDL. MACHNRY FOR DAIRY ETC,8,0
LESOTHO,LSO,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,0
LESOTHO,LSO,Q8 - RMG MANMADE FIBRES,10,0
LIBERIA,LBR,A4 - RICE(OTHER THAN BASMOTI),1,113
LIBERIA,LBR,O8 - TWO AND THREE WHEELERS,2,18
LIBERIA,LBR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,17
LIBERIA,LBR,O5 - MOTOR VEHICLE/CARS,4,10
LIBERIA,LBR,J5 - CERAMICS AND ALLIED PRODUCTS,5,7
LIBERIA,LBR,"O7 - SHIP, BOAT AND FLOATING STRUCT",6,6
LIBERIA,LBR,K7 - PACKAGING MATERIALS,7,5
LIBERIA,LBR,N4 - ELECTRIC MACHINERY AND EQUIPME,8,5
LIBERIA,LBR,N6 - INDL. MACHNRY FOR DAIRY ETC,9,4
LIBERIA,LBR,L4 - PRODUCTS OF IRON AND STEEL,10,4
LIBYA,LBY,J5 - CERAMICS AND ALLIED PRODUCTS,1,32
LIBYA,LBY,O5 - MOTOR VEHICLE/CARS,2,23
LIBYA,LBY,A2 - COFFEE,3,19
LIBYA,LBY,"F3 - GRANIT, NATRL STONE AND PRODCT",4,17
LIBYA,LBY,"H8 - DRUG FORMULATIONS, BIOLOGICALS",5,14
LIBYA,LBY,L3 - IRON AND STEEL,6,7
LIBYA,LBY,O3 - PUMPS OF ALL TYPES,7,6
LIBYA,LBY,B1 - SPICES,8,6
LIBYA,LBY,A4 - RICE(OTHER THAN BASMOTI),9,6
LIBYA,LBY,K8 - PLASTIC RAW MATERIALS,10,5
LIECHTENSTEIN,LIE,H1 - SPORTS GOODS,1,1
LIECHTENSTEIN,LIE,J6 - GLASS AND GLASSWARE,2,1
LIECHTENSTEIN,LIE,P3 - ELECTRONICS INSTRUMENTS,3,0
LIECHTENSTEIN,LIE,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,0
LIECHTENSTEIN,LIE,"O9 - COMPUTER HARDWARE, PERIPHERALS",5,0
LIECHTENSTEIN,LIE,P4 - TELECOM INSTRUMENTS,6,0
LIECHTENSTEIN,LIE,L4 - PRODUCTS OF IRON AND STEEL,7,0
LIECHTENSTEIN,LIE,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",8,0
LIECHTENSTEIN,LIE,M3 - AUTO COMPONENTS/PARTS,9,0
LIECHTENSTEIN,LIE,O3 - PUMPS OF ALL TYPES,10,0
LITHUANIA,LTU,P2 - ELECTRONICS COMPONENTS,1,118
LITHUANIA,LTU,E7 - MARINE PRODUCTS,2,22
LITHUANIA,LTU,P4 - TELECOM INSTRUMENTS,3,19
LITHUANIA,LTU,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,14
LITHUANIA,LTU,99 - OTHER COMMODITIES,5,10
LITHUANIA,LTU,N4 - ELECTRIC MACHINERY AND EQUIPME,6,10
LITHUANIA,LTU,N6 - INDL. MACHNRY FOR DAIRY ETC,7,7
LITHUANIA,LTU,L3 - IRON AND STEEL,8,7
LITHUANIA,LTU,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,6
LITHUANIA,LTU,"H5 - BULK DRUGS, DRUG INTERMEDIATES",10,5
LUXEMBOURG,LUX,N4 - ELECTRIC MACHINERY AND EQUIPME,1,5
LUXEMBOURG,LUX,N6 - INDL. MACHNRY FOR DAIRY ETC,2,1
LUXEMBOURG,LUX,P2 - ELECTRONICS COMPONENTS,3,1
LUXEMBOURG,LUX,H7 - DYES,4,1
LUXEMBOURG,LUX,99 - OTHER COMMODITIES,5,1
LUXEMBOURG,LUX,K4 - OPTICAL ITEMS (INCL.LENS ETC),6,1
LUXEMBOURG,LUX,L4 - PRODUCTS OF IRON AND STEEL,7,0
LUXEMBOURG,LUX,S2 - CARPET(EXCL. SILK) HANDMADE,8,0
LUXEMBOURG,LUX,K8 - PLASTIC RAW MATERIALS,9,0
LUXEMBOURG,LUX,"N1 - AC, REFRIGERATION MACHNRY ETC",10,0
MACAO,MAC,O1 - OTHER MISC. ENGINEERING ITEMS,1,11
MACAO,MAC,M8 - MEDICAL AND SCIENTIFIC INSTRUM,2,0
MACAO,MAC,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,0
MACAO,MAC,"P8 - COTTON FABRICS, MADEUPS ETC.",4,0
MACAO,MAC,G9 - GOLD AND OTH PRECS METL JWLERY,5,0
MACAO,MAC,I4 - OTHER MISCELLAENIOUS CHEMICALS,6,0
MACAO,MAC,O8 - TWO AND THREE WHEELERS,7,0
MACAO,MAC,F9 - LEATHER GOODS,8,0
MACAO,MAC,N6 - INDL. MACHNRY FOR DAIRY ETC,9,0
MACAO,MAC,"N1 - AC, REFRIGERATION MACHNRY ETC",10,0
NORTH MACEDONIA,MKD,"H5 - BULK DRUGS, DRUG INTERMEDIATES",1,9
NORTH MACEDONIA,MKD,L3 - IRON AND STEEL,2,4
NORTH MACEDONIA,MKD,N6 - INDL. MACHNRY FOR DAIRY ETC,3,3
NORTH MACEDONIA,MKD,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,3
NORTH MACEDONIA,MKD,I3 - ORGANIC CHEMICALS,5,2
NORTH MACEDONIA,MKD,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),6,1
NORTH MACEDONIA,MKD,I7 - RESIDUL CHEMICL AND ALLED PROD,7,1
NORTH MACEDONIA,MKD,J5 - CERAMICS AND ALLIED PRODUCTS,8,0
NORTH MACEDONIA,MKD,I4 - OTHER MISCELLAENIOUS CHEMICALS,9,0
NORTH MACEDONIA,MKD,P2 - ELECTRONICS COMPONENTS,10,0
MADAGASCAR,MDG,A4 - RICE(OTHER THAN BASMOTI),1,155
MADAGASCAR,MDG,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,27
MADAGASCAR,MDG,"P8 - COTTON FABRICS, MADEUPS ETC.",3,15
